row_id,split,scenario_id,seed,policy,task_id,success,failure_labels,final_progress,safety_violation,tail_risk,trajectory_samples,y_error,contact_rate,fixture_rate,wall_rate,pocket_rate,saturation_rate,dropout_rate,slip_rate,jam_rate,max_abs_y,max_block_speed,max_lateral_speed,energy
test_nominal_task_balance_0_86_center_push,nominal_task_balance,test_nominal_task_balance_0_86,0,center_push,0,1,,0.85782,0.00000,0.00000,"0:b(-0.126,0.047):p0.00:c[none];11:b(0.019,0.054):p0.27:c[pusher_block];22:b(0.279,0.062):p0.74:c[pusher_block];33:b(0.343,0.063):p0.86:c[pusher_block,block_pocket];44:b(0.342,0.064):p0.86:c[pusher_block,block_pocket];53:b(0.342,0.064):p0.86:c[pusher_block,block_pocket]",0.05300,0.85185,0.00000,0.00000,0.53704,0.00000,0.01852,0.00000,0.00000,0.06355,1.02186,0.06036,1.28535
test_nominal_task_balance_0_86_angle_compensated,nominal_task_balance,test_nominal_task_balance_0_86,0,angle_compensated,0,1,,0.85785,0.00000,0.00000,"0:b(-0.126,0.047):p0.00:c[none];11:b(0.021,0.052):p0.27:c[pusher_block];22:b(0.287,0.057):p0.76:c[pusher_block];33:b(0.344,0.057):p0.86:c[pusher_block,block_pocket];44:b(0.342,0.057):p0.86:c[pusher_block,block_pocket];53:b(0.342,0.057):p0.86:c[pusher_block,block_pocket]",0.04666,0.77778,0.00000,0.00000,0.53704,0.00000,0.03704,0.00000,0.00000,0.05723,1.00393,0.02999,1.93152
test_nominal_task_balance_0_86_slow_safe,nominal_task_balance,test_nominal_task_balance_0_86,0,slow_safe,0,1,,0.85768,0.00000,0.00000,"0:b(-0.126,0.047):p0.00:c[none];11:b(0.129,0.048):p0.47:c[none];22:b(0.347,0.050):p0.87:c[pusher_block,block_pocket];33:b(0.342,0.050):p0.86:c[pusher_block,block_pocket];44:b(0.342,0.050):p0.86:c[pusher_block,block_pocket];53:b(0.342,0.050):p0.86:c[pusher_block,block_pocket]",0.03908,0.70370,0.00000,0.00000,0.68519,0.00000,0.03704,0.00000,0.00000,0.04961,1.73730,0.00938,2.63338
test_nominal_task_balance_0_86_aggressive,nominal_task_balance,test_nominal_task_balance_0_86,0,aggressive,0,1,,0.85797,0.00000,0.00000,"0:b(-0.126,0.047):p0.00:c[none];11:b(0.185,0.053):p0.57:c[none];22:b(0.347,0.057):p0.87:c[pusher_block,block_pocket];33:b(0.342,0.057):p0.86:c[pusher_block,block_pocket];44:b(0.342,0.057):p0.86:c[pusher_block,block_pocket];53:b(0.342,0.057):p0.86:c[pusher_block,block_pocket]",0.04612,0.70370,0.00000,0.00000,0.70370,0.01852,0.05556,0.00000,0.00000,0.05674,1.80035,0.03562,3.65479
test_nominal_task_balance_0_86_fixture_avoid,nominal_task_balance,test_nominal_task_balance_0_86,0,fixture_avoid,0,0,slip;missed_contact;timeout,0.02544,0.00000,1.00000,"0:b(-0.126,0.047):p0.00:c[none];11:b(0.011,0.141):p0.25:c[none];22:b(0.038,0.190):p0.30:c[none];33:b(-0.020,0.189):p0.19:c[none];44:b(-0.073,0.187):p0.10:c[none];53:b(-0.112,0.186):p0.03:c[none]",0.17550,0.03704,0.07407,0.00000,0.00000,0.01852,0.03704,0.00000,0.05556,0.19131,1.22689,0.71012,6.54237
test_nominal_task_balance_0_86_friction_probe,nominal_task_balance,test_nominal_task_balance_0_86,0,friction_probe,0,1,,0.85784,0.00000,0.00000,"0:b(-0.126,0.047):p0.00:c[none];11:b(-0.024,0.051):p0.19:c[pusher_block];22:b(0.232,0.056):p0.66:c[pusher_block];33:b(0.345,0.058):p0.86:c[pusher_block,block_pocket];44:b(0.342,0.058):p0.86:c[pusher_block,block_pocket];53:b(0.342,0.058):p0.86:c[pusher_block,block_pocket]",0.04749,0.87037,0.00000,0.00000,0.50000,0.00000,0.00000,0.00000,0.00000,0.05806,1.00597,0.03264,0.99776
test_nominal_task_balance_0_87_center_push,nominal_task_balance,test_nominal_task_balance_0_87,0,center_push,0,1,,0.85098,0.00000,0.00000,"0:b(-0.101,-0.030):p0.00:c[none];11:b(0.168,-0.041):p0.52:c[none];22:b(0.347,-0.049):p0.86:c[pusher_block,block_pocket];33:b(0.342,-0.049):p0.85:c[pusher_block,block_pocket];44:b(0.342,-0.049):p0.85:c[pusher_block,block_pocket];53:b(0.342,-0.049):p0.85:c[pusher_block,block_pocket]",0.05281,0.75926,0.00000,0.00000,0.70370,0.01852,0.05556,0.00000,0.00000,0.04903,1.80131,0.06878,4.80875
test_nominal_task_balance_0_87_angle_compensated,nominal_task_balance,test_nominal_task_balance_0_87,0,angle_compensated,0,1,,0.85102,0.00000,0.00000,"0:b(-0.101,-0.030):p0.00:c[none];11:b(0.029,-0.040):p0.25:c[pusher_block];22:b(0.355,-0.045):p0.88:c[pusher_block,block_pocket];33:b(0.343,-0.045):p0.85:c[pusher_block,block_pocket];44:b(0.342,-0.045):p0.85:c[pusher_block,block_pocket];53:b(0.342,-0.045):p0.85:c[pusher_block,block_pocket]",0.04895,0.79630,0.00000,0.00000,0.61111,0.00000,0.01852,0.00000,0.00000,0.04514,1.80016,0.06483,2.95323
test_nominal_task_balance_0_87_slow_safe,nominal_task_balance,test_nominal_task_balance_0_87,0,slow_safe,0,1,,0.85084,0.00000,0.00000,"0:b(-0.101,-0.030):p0.00:c[none];11:b(0.024,-0.039):p0.24:c[pusher_block];22:b(0.282,-0.047):p0.74:c[pusher_block];33:b(0.343,-0.047):p0.85:c[pusher_block,block_pocket];44:b(0.342,-0.047):p0.85:c[pusher_block,block_pocket];53:b(0.342,-0.047):p0.85:c[pusher_block,block_pocket]",0.05065,0.88889,0.00000,0.00000,0.53704,0.00000,0.03704,0.00000,0.00000,0.04695,0.98189,0.05967,1.21687
test_nominal_task_balance_0_87_aggressive,nominal_task_balance,test_nominal_task_balance_0_87,0,aggressive,0,1,,0.85115,0.00000,0.00000,"0:b(-0.101,-0.030):p0.00:c[none];11:b(0.167,-0.036):p0.51:c[none];22:b(0.347,-0.041):p0.86:c[pusher_block,block_pocket];33:b(0.342,-0.041):p0.85:c[pusher_block,block_pocket];44:b(0.342,-0.041):p0.85:c[pusher_block,block_pocket];53:b(0.342,-0.041):p0.85:c[pusher_block,block_pocket]",0.04479,0.72222,0.00000,0.00000,0.70370,0.01852,0.03704,0.00000,0.00000,0.04099,1.80041,0.03825,3.87537
test_nominal_task_balance_0_87_fixture_avoid,nominal_task_balance,test_nominal_task_balance_0_87,0,fixture_avoid,0,1,,0.85097,0.00000,0.00000,"0:b(-0.101,-0.030):p0.00:c[none];11:b(0.027,-0.055):p0.25:c[pusher_block];22:b(0.293,-0.085):p0.76:c[none];33:b(0.344,-0.091):p0.86:c[pusher_block,block_pocket];44:b(0.342,-0.091):p0.85:c[pusher_block,block_pocket];53:b(0.342,-0.091):p0.85:c[pusher_block,block_pocket]",0.09490,0.79630,0.00000,0.00000,0.53704,0.00000,0.05556,0.00000,0.00000,0.09109,0.98898,0.17130,2.54719
test_nominal_task_balance_0_87_friction_probe,nominal_task_balance,test_nominal_task_balance_0_87,0,friction_probe,0,1,,0.85101,0.00000,0.00000,"0:b(-0.101,-0.030):p0.00:c[none];11:b(0.000,-0.041):p0.19:c[pusher_block];22:b(0.258,-0.057):p0.69:c[pusher_block];33:b(0.344,-0.060):p0.85:c[pusher_block,block_pocket];44:b(0.342,-0.060):p0.85:c[pusher_block,block_pocket];53:b(0.342,-0.060):p0.85:c[pusher_block,block_pocket]",0.06398,0.81481,0.00000,0.00000,0.51852,0.00000,0.01852,0.00000,0.00000,0.06018,0.98570,0.08462,1.34490
test_nominal_task_balance_0_88_center_push,nominal_task_balance,test_nominal_task_balance_0_88,0,center_push,0,1,,0.85583,0.00000,0.00000,"0:b(-0.119,0.003):p0.00:c[none];11:b(0.029,0.013):p0.27:c[pusher_block];22:b(0.297,0.027):p0.77:c[none];33:b(0.342,0.030):p0.86:c[pusher_block,block_pocket];44:b(0.342,0.030):p0.86:c[pusher_block,block_pocket];53:b(0.342,0.030):p0.86:c[pusher_block,block_pocket]",0.04159,0.79630,0.00000,0.00000,0.55556,0.00000,0.01852,0.00000,0.00000,0.03028,1.00319,0.06691,1.26405
test_nominal_task_balance_0_88_angle_compensated,nominal_task_balance,test_nominal_task_balance_0_88,0,angle_compensated,0,1,,0.85588,0.00000,0.00000,"0:b(-0.119,0.003):p0.00:c[none];11:b(0.030,0.009):p0.28:c[pusher_block];22:b(0.297,0.013):p0.77:c[none];33:b(0.342,0.014):p0.86:c[pusher_block,block_pocket];44:b(0.342,0.014):p0.86:c[pusher_block,block_pocket];53:b(0.342,0.014):p0.86:c[pusher_block,block_pocket]",0.02544,0.85185,0.00000,0.00000,0.55556,0.00000,0.01852,0.00000,0.00000,0.01413,0.99562,0.04113,1.28604
test_nominal_task_balance_0_88_slow_safe,nominal_task_balance,test_nominal_task_balance_0_88,0,slow_safe,0,1,,0.85570,0.00000,0.00000,"0:b(-0.119,0.003):p0.00:c[none];11:b(0.004,0.007):p0.23:c[pusher_block];22:b(0.258,0.013):p0.70:c[pusher_block];33:b(0.343,0.013):p0.86:c[pusher_block,block_pocket];44:b(0.342,0.013):p0.86:c[pusher_block,block_pocket];53:b(0.342,0.013):p0.86:c[pusher_block,block_pocket]",0.02407,0.85185,0.00000,0.00000,0.51852,0.00000,0.03704,0.00000,0.00000,0.01278,0.97455,0.03172,1.09275
test_nominal_task_balance_0_88_aggressive,nominal_task_balance,test_nominal_task_balance_0_88,0,aggressive,0,1,,0.85596,0.00000,0.00000,"0:b(-0.119,0.003):p0.00:c[none];11:b(0.038,0.009):p0.29:c[pusher_block];22:b(0.315,0.022):p0.81:c[none];33:b(0.344,0.024):p0.86:c[pusher_block,block_pocket];44:b(0.342,0.024):p0.86:c[pusher_block,block_pocket];53:b(0.342,0.024):p0.86:c[pusher_block,block_pocket]",0.03569,0.79630,0.00000,0.00000,0.55556,0.00000,0.03704,0.00000,0.00000,0.02438,1.02912,0.05290,2.44393
test_nominal_task_balance_0_88_fixture_avoid,nominal_task_balance,test_nominal_task_balance_0_88,0,fixture_avoid,0,1,,0.85582,0.00000,0.00000,"0:b(-0.119,0.003):p0.00:c[none];11:b(0.123,-0.009):p0.45:c[none];22:b(0.348,-0.020):p0.87:c[pusher_block,block_pocket];33:b(0.342,-0.020):p0.86:c[pusher_block,block_pocket];44:b(0.342,-0.020):p0.86:c[pusher_block,block_pocket];53:b(0.342,-0.020):p0.86:c[pusher_block,block_pocket]",0.00898,0.72222,0.00000,0.00000,0.68519,0.01852,0.01852,0.00000,0.00000,0.02030,1.80185,0.08158,2.50360
test_nominal_task_balance_0_88_friction_probe,nominal_task_balance,test_nominal_task_balance_0_88,0,friction_probe,0,1,,0.85586,0.00000,0.00000,"0:b(-0.119,0.003):p0.00:c[none];11:b(-0.022,0.007):p0.18:c[pusher_block];22:b(0.290,0.014):p0.76:c[pusher_block];33:b(0.345,0.015):p0.86:c[pusher_block,block_pocket];44:b(0.342,0.015):p0.86:c[pusher_block,block_pocket];53:b(0.342,0.015):p0.86:c[pusher_block,block_pocket]",0.02667,0.85185,0.00000,0.00000,0.55556,0.00000,0.03704,0.00000,0.00000,0.01537,1.80013,0.03822,3.74276
test_nominal_task_balance_0_89_center_push,nominal_task_balance,test_nominal_task_balance_0_89,0,center_push,0,1,,0.85395,0.00000,0.00000,"0:b(-0.112,0.008):p0.00:c[none];11:b(0.034,0.037):p0.27:c[pusher_block];22:b(0.300,0.075):p0.77:c[pusher_block];33:b(0.343,0.081):p0.85:c[pusher_block,block_pocket];44:b(0.342,0.082):p0.85:c[pusher_block,block_pocket];53:b(0.342,0.082):p0.85:c[pusher_block,block_pocket]",0.06644,0.88889,0.00000,0.00000,0.55556,0.00000,0.00000,0.00000,0.00000,0.08207,0.99895,0.17530,1.27529
test_nominal_task_balance_0_89_angle_compensated,nominal_task_balance,test_nominal_task_balance_0_89,0,angle_compensated,0,1,,0.85398,0.00000,0.00000,"0:b(-0.112,0.008):p0.00:c[none];11:b(0.038,0.033):p0.28:c[pusher_block];22:b(0.311,0.057):p0.80:c[pusher_block];33:b(0.344,0.060):p0.86:c[pusher_block,block_pocket];44:b(0.342,0.060):p0.85:c[pusher_block,block_pocket];53:b(0.342,0.060):p0.85:c[pusher_block,block_pocket]",0.04428,0.87037,0.00000,0.00000,0.55556,0.00000,0.01852,0.00000,0.00000,0.05992,1.02146,0.15519,1.46503
