row_id,split,scenario_id,seed,policy,task_id,success,failure_labels,final_progress,safety_violation,tail_risk,trajectory_samples,y_error,contact_rate,fixture_rate,wall_rate,pocket_rate,saturation_rate,dropout_rate,slip_rate,jam_rate,max_abs_y,max_block_speed,max_lateral_speed,energy
init_nominal_task_balance_0_0_center_push,nominal_task_balance,init_nominal_task_balance_0_0,0,center_push,0,1,,0.85698,0.00000,0.00000,"0:b(-0.123,-0.002):p0.00:c[none];11:b(0.105,0.005):p0.42:c[none];22:b(0.357,0.012):p0.88:c[pusher_block,block_pocket];33:b(0.343,0.012):p0.86:c[pusher_block,block_pocket];44:b(0.342,0.012):p0.86:c[pusher_block,block_pocket];53:b(0.342,0.012):p0.86:c[pusher_block,block_pocket]",0.01482,0.68519,0.00000,0.00000,0.64815,0.01852,0.07407,0.00000,0.00000,0.01212,1.70821,0.04767,3.15075
init_nominal_task_balance_0_0_angle_compensated,nominal_task_balance,init_nominal_task_balance_0_0,0,angle_compensated,0,1,,0.85698,0.00000,0.00000,"0:b(-0.123,-0.002):p0.00:c[none];11:b(0.004,0.006):p0.23:c[pusher_block];22:b(0.274,0.014):p0.73:c[pusher_block];33:b(0.343,0.015):p0.86:c[pusher_block,block_pocket];44:b(0.342,0.015):p0.86:c[pusher_block,block_pocket];53:b(0.342,0.015):p0.86:c[pusher_block,block_pocket]",0.01193,0.88889,0.00000,0.00000,0.53704,0.00000,0.00000,0.00000,0.00000,0.01492,1.00597,0.05762,1.38796
init_nominal_task_balance_0_0_slow_safe,nominal_task_balance,init_nominal_task_balance_0_0,0,slow_safe,0,1,,0.85685,0.00000,0.00000,"0:b(-0.123,-0.002):p0.00:c[none];11:b(0.005,0.007):p0.24:c[pusher_block];22:b(0.263,0.016):p0.71:c[none];33:b(0.344,0.016):p0.86:c[pusher_block,block_pocket];44:b(0.342,0.016):p0.86:c[pusher_block,block_pocket];53:b(0.342,0.016):p0.86:c[pusher_block,block_pocket]",0.01065,0.87037,0.00000,0.00000,0.51852,0.00000,0.01852,0.00000,0.00000,0.01620,0.98804,0.05864,1.26642
init_nominal_task_balance_0_0_aggressive,nominal_task_balance,init_nominal_task_balance_0_0,0,aggressive,0,1,,0.85711,0.00000,0.00000,"0:b(-0.123,-0.002):p0.00:c[none];11:b(0.019,0.002):p0.26:c[pusher_block];22:b(0.291,0.007):p0.76:c[pusher_block];33:b(0.344,0.009):p0.86:c[pusher_block,block_pocket];44:b(0.342,0.009):p0.86:c[pusher_block,block_pocket];53:b(0.342,0.009):p0.86:c[pusher_block,block_pocket]",0.01773,0.77778,0.00000,0.00000,0.53704,0.00000,0.00000,0.00000,0.00000,0.00905,1.01795,0.03381,1.67305
init_nominal_task_balance_0_0_fixture_avoid,nominal_task_balance,init_nominal_task_balance_0_0,0,fixture_avoid,0,1,,0.85695,0.00000,0.00000,"0:b(-0.123,-0.002):p0.00:c[none];11:b(0.003,-0.010):p0.23:c[pusher_block];22:b(0.370,-0.024):p0.91:c[block_pocket];33:b(0.343,-0.024):p0.86:c[pusher_block,block_pocket];44:b(0.342,-0.024):p0.86:c[pusher_block,block_pocket];53:b(0.342,-0.024):p0.86:c[pusher_block,block_pocket]",0.05035,0.77778,0.00000,0.00000,0.61111,0.00000,0.01852,0.00000,0.00000,0.02364,1.80077,0.06677,3.28071
init_nominal_task_balance_0_0_friction_probe,nominal_task_balance,init_nominal_task_balance_0_0,0,friction_probe,0,1,,0.85701,0.00000,0.00000,"0:b(-0.123,-0.002):p0.00:c[none];11:b(-0.009,0.002):p0.21:c[pusher_block];22:b(0.344,0.010):p0.86:c[block_pocket];33:b(0.342,0.010):p0.86:c[pusher_block,block_pocket];44:b(0.342,0.010):p0.86:c[pusher_block,block_pocket];53:b(0.342,0.010):p0.86:c[pusher_block,block_pocket]",0.01658,0.68519,0.00000,0.00000,0.59259,0.00000,0.01852,0.00000,0.00000,0.01020,1.34748,0.03601,1.35720
init_nominal_task_balance_0_1_center_push,nominal_task_balance,init_nominal_task_balance_0_1,0,center_push,0,1,,0.85989,0.00000,0.00000,"0:b(-0.135,-0.006):p0.00:c[none];11:b(0.015,-0.004):p0.27:c[pusher_block];22:b(0.281,-0.004):p0.75:c[none];33:b(0.343,-0.004):p0.86:c[pusher_block,block_pocket];44:b(0.342,-0.004):p0.86:c[pusher_block,block_pocket];53:b(0.342,-0.004):p0.86:c[pusher_block,block_pocket]",0.00434,0.87037,0.00000,0.00000,0.53704,0.00000,0.00000,0.00000,0.00000,0.00614,0.98434,0.02358,1.30442
init_nominal_task_balance_0_1_angle_compensated,nominal_task_balance,init_nominal_task_balance_0_1,0,angle_compensated,0,1,,0.85992,0.00000,0.00000,"0:b(-0.135,-0.006):p0.00:c[none];11:b(0.015,-0.005):p0.27:c[pusher_block];22:b(0.279,-0.003):p0.75:c[none];33:b(0.343,-0.003):p0.86:c[pusher_block,block_pocket];44:b(0.342,-0.003):p0.86:c[pusher_block,block_pocket];53:b(0.342,-0.003):p0.86:c[pusher_block,block_pocket]",0.00334,0.83333,0.00000,0.00000,0.53704,0.00000,0.05556,0.00000,0.00000,0.00625,0.98095,0.01476,1.31813
init_nominal_task_balance_0_1_slow_safe,nominal_task_balance,init_nominal_task_balance_0_1,0,slow_safe,0,1,,0.85977,0.00000,0.00000,"0:b(-0.135,-0.006):p0.00:c[none];11:b(0.097,-0.005):p0.42:c[none];22:b(0.351,-0.004):p0.88:c[pusher_block,block_pocket];33:b(0.343,-0.004):p0.86:c[pusher_block,block_pocket];44:b(0.342,-0.004):p0.86:c[pusher_block,block_pocket];53:b(0.342,-0.004):p0.86:c[pusher_block,block_pocket]",0.00432,0.70370,0.00000,0.00000,0.66667,0.00000,0.03704,0.00000,0.00000,0.00614,1.72038,0.00782,2.10420
init_nominal_task_balance_0_1_aggressive,nominal_task_balance,init_nominal_task_balance_0_1,0,aggressive,0,1,,0.86003,0.00000,0.00000,"0:b(-0.135,-0.006):p0.00:c[none];11:b(0.018,-0.010):p0.27:c[pusher_block];22:b(0.292,-0.014):p0.77:c[none];33:b(0.344,-0.015):p0.86:c[pusher_block,block_pocket];44:b(0.342,-0.015):p0.86:c[pusher_block,block_pocket];53:b(0.342,-0.015):p0.86:c[pusher_block,block_pocket]",0.01549,0.81481,0.00000,0.00000,0.53704,0.00000,0.01852,0.00000,0.00000,0.01492,1.02083,0.03653,1.54551
