method,split,risk_budget,seeds,mean_success_at_budget,ci95_success_at_budget,mean_safety_at_budget,ci95_safety_at_budget,mean_tail_at_budget,ci95_tail_at_budget,mean_coverage_at_budget,ci95_coverage_at_budget,mean_mean_selected_risk,ci95_mean_selected_risk
calibrated_failure_risk,nominal_task_balance,0.15,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.01582,0.00423
calibrated_failure_risk,nominal_task_balance,0.20,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.01582,0.00423
calibrated_failure_risk,nominal_task_balance,0.30,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.01582,0.00423
calibrated_failure_risk,out_of_distribution_tail,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.61967,0.07722
calibrated_failure_risk,out_of_distribution_tail,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.61967,0.07722
calibrated_failure_risk,out_of_distribution_tail,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.61967,0.07722
calibrated_failure_risk,out_of_distribution_tail,0.20,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.61967,0.07722
calibrated_failure_risk,out_of_distribution_tail,0.30,8,0.00694,0.01361,0.00000,0.00000,0.02083,0.02864,0.02778,0.03564,0.61967,0.07722
calibrated_failure_risk,rare_mechanism_combo,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.47547,0.04538
calibrated_failure_risk,rare_mechanism_combo,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.47547,0.04538
calibrated_failure_risk,rare_mechanism_combo,0.15,8,0.00694,0.01361,0.00000,0.00000,0.00000,0.00000,0.00694,0.01361,0.47547,0.04538
calibrated_failure_risk,rare_mechanism_combo,0.20,8,0.01389,0.01782,0.00000,0.00000,0.00000,0.00000,0.01389,0.01782,0.47547,0.04538
calibrated_failure_risk,rare_mechanism_combo,0.30,8,0.09028,0.07682,0.00000,0.00000,0.04167,0.02722,0.13195,0.09416,0.47547,0.04538
calibrated_failure_risk,rare_slip_failures,0.05,8,0.34722,0.17791,0.00000,0.00000,0.00694,0.01361,0.35417,0.17932,0.08548,0.02236
calibrated_failure_risk,rare_slip_failures,0.10,8,0.72917,0.12591,0.00694,0.01361,0.01389,0.01782,0.74306,0.12336,0.08548,0.02236
calibrated_failure_risk,rare_slip_failures,0.15,8,0.86111,0.07700,0.00694,0.01361,0.02778,0.02910,0.88889,0.08231,0.08548,0.02236
calibrated_failure_risk,rare_slip_failures,0.20,8,0.89583,0.06322,0.00694,0.01361,0.02778,0.02910,0.92361,0.06487,0.08548,0.02236
calibrated_failure_risk,rare_slip_failures,0.30,8,0.94444,0.03564,0.00694,0.01361,0.03472,0.02864,0.97917,0.02864,0.08548,0.02236
failure_prediction_active_learning,actuator_limit_failures,0.05,8,0.60417,0.10173,0.00000,0.00000,0.00000,0.00000,0.60417,0.10173,0.05147,0.00742
failure_prediction_active_learning,actuator_limit_failures,0.10,8,0.90972,0.05014,0.00000,0.00000,0.00000,0.00000,0.90972,0.05014,0.05147,0.00742
failure_prediction_active_learning,actuator_limit_failures,0.15,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.05147,0.00742
failure_prediction_active_learning,actuator_limit_failures,0.20,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.05147,0.00742
failure_prediction_active_learning,actuator_limit_failures,0.30,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.05147,0.00742
failure_prediction_active_learning,combined_extreme,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.51542,0.03319
failure_prediction_active_learning,combined_extreme,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.51542,0.03319
failure_prediction_active_learning,combined_extreme,0.15,8,0.01157,0.01176,0.00000,0.00000,0.00000,0.00000,0.01157,0.01176,0.51542,0.03319
failure_prediction_active_learning,combined_extreme,0.20,8,0.02083,0.01272,0.00000,0.00000,0.00231,0.00454,0.02315,0.01138,0.51542,0.03319
failure_prediction_active_learning,combined_extreme,0.30,8,0.09722,0.04158,0.00231,0.00454,0.02546,0.01671,0.12269,0.05442,0.51542,0.03319
failure_prediction_active_learning,combined_tail_stress,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45590,0.05950
failure_prediction_active_learning,combined_tail_stress,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45590,0.05950
failure_prediction_active_learning,combined_tail_stress,0.15,8,0.02778,0.02910,0.00000,0.00000,0.00000,0.00000,0.02778,0.02910,0.45590,0.05950
failure_prediction_active_learning,combined_tail_stress,0.20,8,0.04861,0.03815,0.00000,0.00000,0.00694,0.01361,0.05556,0.03564,0.45590,0.05950
failure_prediction_active_learning,combined_tail_stress,0.30,8,0.17361,0.11165,0.00694,0.01361,0.01389,0.01782,0.18750,0.11988,0.45590,0.05950
failure_prediction_active_learning,compound_sensor_actuator_shift,0.05,8,0.01389,0.01782,0.00694,0.01361,0.01389,0.01782,0.02778,0.02910,0.16842,0.03792
failure_prediction_active_learning,compound_sensor_actuator_shift,0.10,8,0.13889,0.08484,0.06250,0.04335,0.10417,0.07819,0.24306,0.14542,0.16842,0.03792
failure_prediction_active_learning,compound_sensor_actuator_shift,0.15,8,0.34028,0.14759,0.11806,0.04335,0.17361,0.07819,0.51389,0.20030,0.16842,0.03792
failure_prediction_active_learning,compound_sensor_actuator_shift,0.20,8,0.50694,0.12591,0.14583,0.04083,0.20833,0.06747,0.71528,0.15183,0.16842,0.03792
failure_prediction_active_learning,compound_sensor_actuator_shift,0.30,8,0.66667,0.07419,0.16667,0.04115,0.24305,0.05420,0.90972,0.06152,0.16842,0.03792
failure_prediction_active_learning,fixture_geometry_shift,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.85226,0.04683
failure_prediction_active_learning,fixture_geometry_shift,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.85226,0.04683
failure_prediction_active_learning,fixture_geometry_shift,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.85226,0.04683
failure_prediction_active_learning,fixture_geometry_shift,0.20,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.85226,0.04683
failure_prediction_active_learning,fixture_geometry_shift,0.30,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.85226,0.04683
failure_prediction_active_learning,hard_regime,0.05,8,0.00278,0.00356,0.00139,0.00272,0.00278,0.00356,0.00556,0.00582,0.51339,0.02349
failure_prediction_active_learning,hard_regime,0.10,8,0.02778,0.01697,0.01250,0.00867,0.02083,0.01564,0.04861,0.02908,0.51339,0.02349
failure_prediction_active_learning,hard_regime,0.15,8,0.07500,0.03234,0.02361,0.00867,0.03472,0.01564,0.10973,0.04125,0.51339,0.02349
failure_prediction_active_learning,hard_regime,0.20,8,0.11389,0.03155,0.02916,0.00817,0.04306,0.01265,0.15695,0.03454,0.51339,0.02349
failure_prediction_active_learning,hard_regime,0.30,8,0.19167,0.03362,0.03472,0.00642,0.06389,0.01285,0.25555,0.03443,0.51339,0.02349
failure_prediction_active_learning,jammed_fixture_failures,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.70195,0.02566
failure_prediction_active_learning,jammed_fixture_failures,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.70195,0.02566
failure_prediction_active_learning,jammed_fixture_failures,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.70195,0.02566
failure_prediction_active_learning,jammed_fixture_failures,0.20,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.70195,0.02566
failure_prediction_active_learning,jammed_fixture_failures,0.30,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.70195,0.02566
failure_prediction_active_learning,nominal_task_balance,0.05,8,0.99306,0.01361,0.00000,0.00000,0.00000,0.00000,0.99306,0.01361,0.01542,0.00394
failure_prediction_active_learning,nominal_task_balance,0.10,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.01542,0.00394
failure_prediction_active_learning,nominal_task_balance,0.15,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.01542,0.00394
failure_prediction_active_learning,nominal_task_balance,0.20,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.01542,0.00394
failure_prediction_active_learning,nominal_task_balance,0.30,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.01542,0.00394
failure_prediction_active_learning,out_of_distribution_tail,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.61805,0.07811
failure_prediction_active_learning,out_of_distribution_tail,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.61805,0.07811
failure_prediction_active_learning,out_of_distribution_tail,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.61805,0.07811
failure_prediction_active_learning,out_of_distribution_tail,0.20,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.61805,0.07811
failure_prediction_active_learning,out_of_distribution_tail,0.30,8,0.00694,0.01361,0.00000,0.00000,0.02083,0.02864,0.02778,0.03564,0.61805,0.07811
failure_prediction_active_learning,rare_mechanism_combo,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.47232,0.04625
failure_prediction_active_learning,rare_mechanism_combo,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.47232,0.04625
failure_prediction_active_learning,rare_mechanism_combo,0.15,8,0.00694,0.01361,0.00000,0.00000,0.00000,0.00000,0.00694,0.01361,0.47232,0.04625
failure_prediction_active_learning,rare_mechanism_combo,0.20,8,0.01389,0.01782,0.00000,0.00000,0.00000,0.00000,0.01389,0.01782,0.47232,0.04625
failure_prediction_active_learning,rare_mechanism_combo,0.30,8,0.11111,0.06825,0.00000,0.00000,0.04167,0.02722,0.15278,0.08422,0.47232,0.04625
failure_prediction_active_learning,rare_slip_failures,0.05,8,0.34722,0.17431,0.00000,0.00000,0.00694,0.01361,0.35417,0.17574,0.08612,0.02289
failure_prediction_active_learning,rare_slip_failures,0.10,8,0.72222,0.12347,0.00694,0.01361,0.01389,0.01782,0.73611,0.12131,0.08612,0.02289
failure_prediction_active_learning,rare_slip_failures,0.15,8,0.85417,0.07953,0.00694,0.01361,0.02778,0.02910,0.88194,0.08343,0.08612,0.02289
failure_prediction_active_learning,rare_slip_failures,0.20,8,0.89583,0.06322,0.00694,0.01361,0.02778,0.02910,0.92361,0.06487,0.08612,0.02289
failure_prediction_active_learning,rare_slip_failures,0.30,8,0.93750,0.03815,0.00694,0.01361,0.03472,0.02864,0.97222,0.02910,0.08612,0.02289
failure_stratified_engine,actuator_limit_failures,0.05,8,0.50694,0.12422,0.00000,0.00000,0.00694,0.01361,0.51389,0.12475,0.05803,0.00726
failure_stratified_engine,actuator_limit_failures,0.10,8,0.87500,0.04934,0.00000,0.00000,0.00694,0.01361,0.88194,0.04798,0.05803,0.00726
failure_stratified_engine,actuator_limit_failures,0.15,8,0.99306,0.01361,0.00000,0.00000,0.00694,0.01361,1.00000,0.00000,0.05803,0.00726
failure_stratified_engine,actuator_limit_failures,0.20,8,0.99306,0.01361,0.00000,0.00000,0.00694,0.01361,1.00000,0.00000,0.05803,0.00726
failure_stratified_engine,actuator_limit_failures,0.30,8,0.99306,0.01361,0.00000,0.00000,0.00694,0.01361,1.00000,0.00000,0.05803,0.00726
failure_stratified_engine,combined_extreme,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.64919,0.02991
failure_stratified_engine,combined_extreme,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.64919,0.02991
failure_stratified_engine,combined_extreme,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.64919,0.02991
failure_stratified_engine,combined_extreme,0.20,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.64919,0.02991
failure_stratified_engine,combined_extreme,0.30,8,0.01157,0.00955,0.00000,0.00000,0.00000,0.00000,0.01157,0.00955,0.64919,0.02991
failure_stratified_engine,combined_tail_stress,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.62748,0.05071
failure_stratified_engine,combined_tail_stress,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.62748,0.05071
failure_stratified_engine,combined_tail_stress,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.62748,0.05071
failure_stratified_engine,combined_tail_stress,0.20,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.62748,0.05071
